"SO17 1"	50.9228529222099	-1.4013147354126	"18:00"	"12:45"
"SO17 1"	50.9295749538454	-1.38895511627197	"16:00"	"12:00"
"SO17 1"	50.9297174	-1.3959647	"17:45"	"12:30"
"SO17 1"	50.9321985818993	-1.39466285705566	"18:00"	"12:00"
"SO17 1"	50.9312113577818	-1.39075756072998	"16:00"	"12:00"
"SO17 1"	50.9335014	-1.4010032	"17:30"	"12:30"
"SO17 1"	50.929994	-1.4031619	"17:30"	"12:00"
"SO17 1"	50.9244354597299	-1.40180826187134	"18:00"	"12:30"
"SO17 1"	50.91534	-1.4027638	"17:45"	"11:30"
"SO17 1"	50.9250035369914	-1.40324592590332	"17:45"	"12:30"
"SO17 1"	50.9254363531061	-1.39663696289062	"18:00"	"12:45"
"SO17 1QD"	50.9311152	-1.4002098	"17:30"	"12:15"
"SO17 2"	50.9248946	-1.3852621	"17:30"	"11:30"
"SO17 2"	50.9231606420547	-1.39503300189972	"17:45"	"12:00"
"SO17 2"	50.9217951	-1.3899517	"17:30"	"11:30"
"SO17 2"	50.9246383452625	-1.38103723526001	"17:30"	"11:15"
"SO17 2"	50.9193630338552	-1.39519929885864	"18:00"	"12:00"
"SO17 2"	50.9220224	-1.3833414	"17:30"	"11:15"
"SO17 2AA"	50.9259638423015	-1.3923454284668	"18:45"	"11:45"
"SO17 2TH"	50.9301429683469	-1.38547897338867	"16:00"	"11:15"
"SO17 3SP"	50.9336590942154	-1.38247489929199	"18:30"	"12:00"
"SO17 3SX"	50.9360931794879	-1.38826847076416	"17:30"	"11:00"
